frame_index,time_s,current_pitch,candidate_pitch,interval,score,allowed,active_probability,candidate_confidence,current_confidence,pitch_margin,candidate_probability_growth,current_probability_drop,interval_signed,interval_absolute,current_pitch_position,candidate_pitch_position,current_duration,detected_onset,onset_confidence,onset_age,rms_level,rms_growth_ratio,spectral_flux,harmonic_match_strength,strongest_harmonic_match,max_overtone_strength
2454,14.25124716553288,61,62,1,0.4347740113735199,1,0.6567978262901306,0.8578933477401733,0.1381128430366516,0.7197805047035217,0.2553238272666931,0.25355425477027893,0.02777777798473835,0.02777777798473835,0.5833333134651184,0.6111111044883728,0.29024943709373474,0.0,1.0,0.6153287887573242,0.6959984302520752,0.0,0.008853016421198845,0.0,0.0,0.2436506450176239
2570,14.924625850340137,64,63,-1,0.37953850626945496,1,0.4330173134803772,0.5216916799545288,0.27923914790153503,0.24245253205299377,0.09646371006965637,0.11163175106048584,-0.02777777798473835,0.02777777798473835,0.6666666865348816,0.6388888955116272,0.21478457748889923,0.0,1.0,0.9984580278396606,0.7331312894821167,0.11024992167949677,0.02659684047102928,0.0,0.0,0.2997589707374573
2576,14.959455782312926,63,62,-1,0.5854008793830872,1,0.6690242290496826,0.622071385383606,0.3471001982688904,0.2749711871147156,0.14123588800430298,0.10535460710525513,-0.02777777798473835,0.02777777798473835,0.6388888955116272,0.6111111044883728,0.03482993319630623,0.0,1.0,1.0,0.7327150106430054,0.015943964943289757,0.08693171292543411,0.0,0.0,0.3608023524284363
2648,15.377414965986395,62,61,-1,0.5550311803817749,1,0.6590681076049805,0.7523264288902283,0.23679256439208984,0.5155338644981384,0.184628427028656,0.1777118444442749,-0.02777777798473835,0.02777777798473835,0.6111111044883728,0.5833333134651184,0.18575963377952576,0.0,1.0,1.0,0.7133373022079468,0.14787276089191437,0.036842312663793564,0.0,0.0,0.3294779658317566
2725,15.824399092970522,61,59,-2,0.7888038754463196,1,0.26404303312301636,0.7386325001716614,0.0467788465321064,0.5453612804412842,0.1935957670211792,0.05702546611428261,-0.0555555559694767,0.0555555559694767,0.5833333134651184,0.5277777910232544,0.19736962020397186,0.0,1.0,0.5340589284896851,0.7331509590148926,0.0,0.02911067195236683,0.0,0.0,0.16829514503479004
2797,16.24235827664399,59,60,1,0.3585033118724823,1,0.5564854145050049,0.7631247639656067,0.17127735912799835,0.5918474197387695,0.24768036603927612,0.2818140983581543,0.02777777798473835,0.02777777798473835,0.5277777910232544,0.5555555820465088,0.1799546480178833,0.0,1.0,0.5688889026641846,0.7223014235496521,0.0,0.029563453048467636,0.0,0.0,0.24374400079250336
2802,16.27138321995465,60,61,1,0.5612618923187256,1,0.49707669019699097,0.8263415694236755,0.14492326974868774,0.6814182996749878,0.3005909323692322,0.30503585934638977,0.02777777798473835,0.02777777798473835,0.5555555820465088,0.5833333134651184,0.029024943709373474,0.0,1.0,0.6269387602806091,0.7200639247894287,0.0,0.007726713083684444,0.0,0.0,0.22991709411144257
2809,16.31201814058957,61,62,1,0.729448676109314,1,0.8452156186103821,0.9402076601982117,0.05691251531243324,0.8832951188087463,0.16144698858261108,0.15718673169612885,0.02777777798473835,0.02777777798473835,0.5833333134651184,0.6111111044883728,0.040634918957948685,0.0,1.0,0.7082086205482483,0.7233121395111084,0.0,0.031498800963163376,0.0,0.0,0.29163479804992676
2884,16.747392290249433,62,61,-1,0.31728553771972656,1,0.8008013963699341,0.6673535704612732,0.3285169303417206,0.3388366401195526,0.1547083854675293,0.15553250908851624,-0.02777777798473835,0.02777777798473835,0.6111111044883728,0.5833333134651184,0.2844444513320923,0.0,1.0,0.5921088457107544,0.7184464335441589,0.0,0.01668495126068592,0.0,0.0,0.259051650762558
2957,17.171156462585035,61,60,-1,0.41612744331359863,1,0.6074647903442383,0.7840052247047424,0.20528686046600342,0.578718364238739,0.2909250259399414,0.287625253200531,-0.02777777798473835,0.02777777798473835,0.5833333134651184,0.5555555820465088,0.2321995496749878,0.0,1.0,0.4992290139198303,0.7260974645614624,0.0787074863910675,0.024018803611397743,0.0,0.0,0.16585324704647064
2963,17.205986394557822,60,59,-1,0.5757180452346802,1,0.5249108672142029,0.8138376474380493,0.17539221048355103,0.6384454369544983,0.20626312494277954,0.2018842101097107,-0.02777777798473835,0.02777777798473835,0.5555555820465088,0.5277777910232544,0.03482993319630623,0.0,1.0,0.5688889026641846,0.7128468155860901,0.0,0.010542298667132854,0.0,0.0,0.2075643539428711
3030,17.594920634920634,59,58,-1,0.39486733078956604,1,0.5098154544830322,0.7137373089790344,0.23101700842380524,0.4827203154563904,0.1650238037109375,0.1669882982969284,-0.02777777798473835,0.02777777798473835,0.5277777910232544,0.5,0.1683446764945984,0.0,1.0,0.4760090708732605,0.6867884397506714,0.0,0.014529666863381863,0.0,0.0,0.44122692942619324
3037,17.635555555555555,58,57,-1,0.6458679437637329,1,0.5329954624176025,0.906400203704834,0.08447584509849548,0.8219243288040161,0.17593199014663696,0.16716402769088745,-0.02777777798473835,0.02777777798473835,0.5,0.4722222089767456,0.040634918957948685,0.0,1.0,0.5572789311408997,0.6747767329216003,0.0,0.023360934108495712,0.0,0.0,0.698457658290863
3108,18.047709750566895,57,56,-1,0.23027019202709198,1,0.3394358158111572,0.7716664671897888,0.2119196653366089,0.5597468018531799,0.18920010328292847,0.18861576914787292,-0.02777777798473835,0.02777777798473835,0.4722222089767456,0.4444444477558136,0.15092970430850983,0.0,1.0,0.4992290139198303,0.5581424832344055,0.0,0.010212283581495285,0.0,0.0,0.7757765054702759
3290,19.10421768707483,57,59,2,0.2402140200138092,1,0.24370846152305603,0.3889622986316681,0.09364932775497437,0.0809938907623291,0.043333739042282104,0.09132036566734314,0.0555555559694767,0.0555555559694767,0.4722222089767456,0.5277777910232544,0.09287981688976288,0.0,1.0,0.4527891278266907,0.7186011075973511,0.0,0.05164530873298645,0.0,0.0,0.5279598236083984
3348,19.440907029478456,61,62,1,0.6834145784378052,1,0.9427403211593628,0.7662491798400879,0.21958817541599274,0.5466610193252563,0.02251267433166504,0.027524173259735107,0.02777777798473835,0.02777777798473835,0.5833333134651184,0.6111111044883728,0.15092970430850983,0.0,1.0,1.0,0.747482419013977,0.008855480700731277,0.014232223853468895,0.0,0.0,0.3627147078514099
3368,19.557006802721087,62,63,1,0.2118905633687973,1,0.2095695585012436,0.49691611528396606,0.2670086920261383,0.22990742325782776,0.023623764514923096,0.0852709412574768,0.02777777798473835,0.02777777798473835,0.6111111044883728,0.6388888955116272,0.1160997748374939,0.0,1.0,1.0,0.6911666989326477,0.0,0.023230109363794327,0.0,0.0,0.23012825846672058
3372,19.580226757369616,63,64,1,0.6651157140731812,1,0.2140311598777771,0.6923059821128845,0.18346600234508514,0.5088399648666382,0.19746345281600952,0.14366190135478973,0.02777777798473835,0.02777777798473835,0.6388888955116272,0.6666666865348816,0.02321995422244072,0.0,1.0,1.0,0.6900124549865723,0.0,0.005735694896429777,0.0,0.0,0.21584773063659668
3427,19.89950113378685,66,67,1,0.4817426800727844,1,0.8479076623916626,0.7052468061447144,0.2835758924484253,0.42167091369628906,0.15877974033355713,0.15440228581428528,0.02777777798473835,0.02777777798473835,0.7222222089767456,0.75,0.13351473212242126,0.0,1.0,0.42956915497779846,0.7664909958839417,0.012042509391903877,0.09890460222959518,0.0,0.0,0.2668033540248871
3448,20.02140589569161,67,69,2,0.2799369990825653,1,0.25736644864082336,0.4914366900920868,0.21679137647151947,0.2746453285217285,0.12631094455718994,0.12885375320911407,0.0555555559694767,0.0555555559694767,0.75,0.8055555820465088,0.12190476059913635,0.0,1.0,0.6733787059783936,0.6721030473709106,0.0076843868009746075,0.007944464683532715,0.0,0.0,0.09067358076572418
3478,20.195555555555554,72,71,-1,0.9396242499351501,1,0.6558938026428223,0.8554844856262207,0.08857282251119614,0.7669116854667664,0.305025577545166,0.1435699760913849,-0.02777777798473835,0.02777777798473835,0.8888888955116272,0.8611111044883728,0.01160997711122036,0.0,1.0,0.08126983791589737,0.827583909034729,0.0,0.006946931593120098,0.0,0.0,0.19612517952919006
3673,21.3275283446712,49,62,13,0.5588828325271606,1,0.9714266061782837,0.409347265958786,0.027107467874884605,0.20493438839912415,-0.02723759412765503,0.05802449584007263,0.3611111044883728,0.3611111044883728,0.25,0.6111111044883728,0.01160997711122036,0.0,1.0,0.03482993319630623,0.8130574822425842,0.025597060099244118,0.09758967906236649,0.0,0.0,0.3336089849472046
3792,22.018321995464852,62,61,-1,0.6510747671127319,1,0.9016627073287964,0.8644073009490967,0.12695328891277313,0.7374539971351624,0.11602187156677246,0.11001066863536835,-0.02777777798473835,0.02777777798473835,0.6111111044883728,0.5833333134651184,0.2205895632505417,0.0,1.0,0.6269387602806091,0.7473341822624207,0.0,0.07931958884000778,0.0,0.0,0.3937928080558777
4713,27.36471655328798,59,64,5,0.055074479430913925,1,0.7073825597763062,0.22896644473075867,0.03838007152080536,0.07174062728881836,0.06824725866317749,0.09001946449279785,0.1388888955116272,0.1388888955116272,0.5277777910232544,0.6666666865348816,0.017414966598153114,0.0,1.0,0.04643990844488144,0.5425195693969727,0.0,0.010395867750048637,0.0,0.0,0.4449302852153778
4781,27.759455782312926,59,64,5,0.0672231987118721,1,0.193805530667305,0.1969638466835022,0.09168428182601929,0.08872921019792557,0.008545935153961182,0.001908712089061737,0.1388888955116272,0.1388888955116272,0.5277777910232544,0.6666666865348816,0.017414966598153114,0.0,0.7511243224143982,0.04643990844488144,0.5012851357460022,0.0,0.012428085319697857,0.0,0.0,0.25144249200820923
