frame,time_s,visible_window,detected_onset,target_onset,model_onset_probability,model_onset,target_pitch,predicted_active,predicted_pitch,baseline_pitch,onset_gate_pitch,harmonic_gate_pitch,harmonic_veto
21,0.12770975056689343,4096,0,0,0.3357861340045929,0,63,0,63,-1,-1,-1,0
22,0.13351473922902493,4096,0,0,0.3489035665988922,0,63,0,63,-1,-1,-1,0
23,0.13931972789115646,4096,0,0,0.3268469274044037,0,63,0,63,-1,-1,-1,0
24,0.14512471655328799,4096,0,0,0.3529180586338043,0,63,0,63,-1,-1,-1,0
25,0.1509297052154195,4096,0,0,0.3528241813182831,0,63,0,63,-1,-1,-1,0
26,0.156734693877551,4096,0,0,0.298611581325531,0,63,0,63,-1,-1,-1,0
27,0.16253968253968254,4096,0,0,0.3405894339084625,0,63,0,63,-1,-1,-1,0
28,0.16834467120181407,4096,0,0,0.32283106446266174,0,63,0,63,-1,-1,-1,0
29,0.17414965986394557,4096,0,0,0.3218037486076355,0,63,0,63,-1,-1,-1,0
30,0.1799546485260771,4096,0,0,0.3531574010848999,0,63,0,63,-1,-1,-1,0
31,0.18575963718820862,4096,0,0,0.3337166905403137,0,63,0,63,-1,-1,-1,0
32,0.19156462585034015,4096,0,0,0.320968359708786,0,63,0,63,-1,-1,-1,0
33,0.19736961451247165,4096,0,0,0.3338136672973633,0,63,0,63,-1,-1,-1,0
34,0.20317460317460317,4096,0,0,0.32103583216667175,0,63,0,63,-1,-1,-1,0
35,0.2089795918367347,4096,0,0,0.34455910325050354,0,63,0,63,-1,-1,-1,0
36,0.2147845804988662,4096,0,0,0.3493780791759491,0,63,0,63,-1,-1,-1,0
37,0.22058956916099773,4096,0,0,0.2893578112125397,0,63,0,63,-1,-1,-1,0
38,0.22639455782312926,4096,0,0,0.3443634510040283,0,63,0,63,-1,-1,-1,0
39,0.23219954648526078,4096,0,0,0.32978859543800354,0,63,0,63,-1,-1,-1,0
40,0.23800453514739228,4096,0,0,0.30411025881767273,0,63,0,63,-1,-1,-1,0
41,0.2438095238095238,4096,0,0,0.35632407665252686,0,63,0,63,-1,-1,-1,0
42,0.24961451247165534,4096,0,0,0.3384536802768707,0,63,0,63,-1,-1,-1,0
43,0.25541950113378686,4096,0,0,0.3184160590171814,0,63,0,63,-1,-1,-1,0
44,0.2612244897959184,4096,0,0,0.3286212384700775,0,63,0,63,-1,-1,-1,0
45,0.26702947845804986,4096,0,0,0.3336658477783203,0,63,0,63,-1,-1,-1,0
46,0.2728344671201814,4096,0,0,0.33295926451683044,0,63,0,63,-1,-1,-1,0
47,0.2786394557823129,4096,0,0,0.3385280668735504,0,63,0,63,-1,-1,-1,0
48,0.28444444444444444,4096,0,0,0.3228374421596527,0,63,0,63,-1,-1,-1,0
49,0.29024943310657597,4096,0,0,0.33190879225730896,0,63,0,63,-1,-1,-1,0
50,0.2960544217687075,4096,0,0,0.3196544051170349,0,63,0,63,-1,-1,-1,0
51,0.301859410430839,4096,0,0,0.33387190103530884,0,63,0,63,-1,-1,-1,0
52,0.3076643990929705,4096,0,0,0.3555498719215393,0,63,0,63,-1,-1,-1,0
53,0.313469387755102,4096,0,0,0.2936755120754242,0,63,0,63,-1,-1,-1,0
54,0.31927437641723355,4096,0,0,0.32295534014701843,0,63,0,63,-1,-1,-1,0
55,0.3250793650793651,4096,0,0,0.32983002066612244,0,63,0,63,-1,-1,-1,0
56,0.3308843537414966,4096,0,0,0.3223789632320404,0,63,0,63,-1,-1,-1,0
57,0.33668934240362813,4096,0,0,0.3385811448097229,0,63,0,63,-1,-1,-1,0
58,0.34249433106575966,4096,0,0,0.28479820489883423,0,63,0,63,-1,-1,-1,0
59,0.34829931972789113,4096,0,0,0.3297473192214966,0,63,0,63,-1,-1,-1,0
60,0.35410430839002266,4096,0,0,0.32468804717063904,0,63,0,63,-1,-1,-1,0
61,0.3599092970521542,4096,0,0,0.29991257190704346,0,63,0,63,-1,-1,-1,0
62,0.3657142857142857,4096,0,0,0.3420456647872925,0,63,0,63,-1,-1,-1,0
63,0.37151927437641724,4096,0,0,0.32114511728286743,0,63,0,63,-1,-1,-1,0
64,0.37732426303854877,4096,0,0,0.3158097565174103,0,63,0,63,-1,-1,-1,0
65,0.3831292517006803,4096,0,0,0.3216722309589386,0,63,0,63,-1,-1,-1,0
66,0.38893424036281177,4096,0,0,0.3099043071269989,0,63,0,63,-1,-1,-1,0
67,0.3947392290249433,4096,0,0,0.33324944972991943,0,63,0,63,-1,-1,-1,0
68,0.4005442176870748,4096,0,0,0.3313862681388855,0,63,0,63,-1,-1,-1,0
69,0.40634920634920635,4096,0,0,0.3082718849182129,0,63,0,63,-1,-1,-1,0
70,0.4121541950113379,4096,0,0,0.32079941034317017,0,63,0,63,-1,-1,-1,0
71,0.4179591836734694,4096,0,0,0.31518152356147766,0,63,0,63,-1,-1,-1,0
72,0.42376417233560093,4096,0,0,0.30921489000320435,0,63,0,63,-1,-1,-1,0
73,0.4295691609977324,4096,0,0,0.33074048161506653,0,63,0,63,-1,-1,-1,0
74,0.43537414965986393,4096,0,0,0.2797006666660309,0,63,0,63,-1,-1,-1,0
75,0.44117913832199546,4096,0,0,0.297786682844162,0,63,1,63,-1,-1,-1,0
76,0.446984126984127,4096,0,0,0.294628381729126,0,63,0,63,-1,-1,-1,0
77,0.4527891156462585,4096,0,0,0.3108742833137512,0,63,1,63,-1,-1,-1,0
78,0.45859410430839004,4096,0,0,0.3510682284832001,0,63,0,63,-1,-1,-1,0
79,0.46439909297052157,4096,0,0,0.32346704602241516,0,63,0,63,-1,-1,-1,0
80,0.47020408163265304,4096,0,0,0.36836153268814087,0,63,0,63,-1,-1,-1,0
81,0.47600907029478456,4096,0,0,0.2785542607307434,0,63,0,63,-1,-1,-1,0
82,0.4818140589569161,4096,0,0,0.2857641875743866,0,63,0,63,-1,-1,-1,0
83,0.4876190476190476,4096,0,0,0.3499072194099426,0,63,0,63,-1,-1,-1,0
84,0.49342403628117915,4096,0,0,0.30280396342277527,0,63,0,63,-1,-1,-1,0
85,0.4992290249433107,4096,0,0,0.2732897400856018,0,63,0,63,-1,-1,-1,0
86,0.5050340136054422,4096,0,0,0.31527838110923767,0,63,0,63,-1,-1,-1,0
87,0.5108390022675737,4096,0,0,0.31513580679893494,0,63,0,61,-1,-1,-1,0
88,0.5166439909297053,4096,0,0,0.29822492599487305,0,63,0,61,-1,-1,-1,0
89,0.5224489795918368,4096,0,0,0.304941326379776,0,63,0,61,-1,-1,-1,0
90,0.5282539682539683,4096,0,0,0.3139476180076599,0,63,0,60,-1,-1,-1,0
91,0.5340589569160997,4096,0,0,0.3088194727897644,0,63,0,60,-1,-1,-1,0
92,0.5398639455782313,4096,0,0,0.2978498637676239,0,63,0,60,-1,-1,-1,0
93,0.5456689342403628,4096,0,0,0.3203130066394806,0,63,0,60,-1,-1,-1,0
94,0.5514739229024943,4096,0,0,0.30956724286079407,0,63,0,60,-1,-1,-1,0
95,0.5572789115646258,4096,0,0,0.3222945034503937,0,63,0,60,-1,-1,-1,0
96,0.5630839002267574,4096,0,0,0.30096110701560974,0,63,0,60,-1,-1,-1,0
97,0.5688888888888889,4096,0,0,0.3206525146961212,0,-1,0,60,-1,-1,-1,0
98,0.5746938775510204,4096,0,0,0.2905912697315216,0,-1,0,60,-1,-1,-1,0
99,0.5804988662131519,4096,0,0,0.2857323884963989,0,-1,0,60,-1,-1,-1,0
100,0.5863038548752835,4096,0,0,0.13183271884918213,0,-1,0,60,-1,-1,-1,0
101,0.592108843537415,4096,0,0,0.0677662044763565,0,-1,0,60,-1,-1,-1,0
102,0.5979138321995465,4096,0,0,0.042457032948732376,0,-1,0,60,-1,-1,-1,0
103,0.603718820861678,4096,0,0,0.036653634160757065,0,-1,0,60,-1,-1,-1,0
104,0.6095238095238096,4096,0,0,0.034545596688985825,0,-1,0,60,-1,-1,-1,0
105,0.615328798185941,4096,0,0,0.03490963950753212,0,-1,0,60,-1,-1,-1,0
106,0.6211337868480725,4096,0,0,0.034713272005319595,0,-1,0,60,-1,-1,-1,0
107,0.626938775510204,4096,0,0,0.033121298998594284,0,-1,0,60,-1,-1,-1,0
108,0.6327437641723356,4096,0,0,0.029167557135224342,0,-1,0,60,-1,-1,-1,0
109,0.6385487528344671,4096,0,0,0.028165612369775772,0,-1,0,60,-1,-1,-1,0
110,0.6443537414965986,4096,0,0,0.028102926909923553,0,-1,0,60,-1,-1,-1,0
111,0.6501587301587302,4096,0,0,0.02744738757610321,0,-1,0,60,-1,-1,-1,0
112,0.6559637188208617,4096,0,0,0.02757914364337921,0,-1,0,59,-1,-1,-1,0
113,0.6617687074829932,4096,0,0,0.027817074209451675,0,-1,0,59,-1,-1,-1,0
114,0.6675736961451247,4096,0,0,0.027469050139188766,0,-1,0,59,-1,-1,-1,0
115,0.6733786848072563,4096,0,0,0.02732887864112854,0,-1,0,59,-1,-1,-1,0
116,0.6791836734693878,4096,0,0,0.029498329386115074,0,-1,0,59,-1,-1,-1,0
117,0.6849886621315193,4096,0,0,0.030952880159020424,0,-1,0,59,-1,-1,-1,0
118,0.6907936507936508,4096,0,0,0.03087579645216465,0,-1,0,59,-1,-1,-1,0
119,0.6965986394557823,4096,0,0,0.28500011563301086,0,-1,0,59,-1,-1,-1,0
120,0.7024036281179138,4096,0,0,0.3646045923233032,0,-1,0,59,-1,-1,-1,0
121,0.7082086167800453,4096,0,0,0.3739667236804962,0,63,0,59,-1,-1,-1,0
122,0.7140136054421768,4096,0,0,0.36236444115638733,0,63,0,59,-1,-1,-1,0
123,0.7198185941043084,4096,0,1,0.3404214382171631,0,63,0,62,-1,-1,-1,0
124,0.7256235827664399,4096,0,0,0.3512895405292511,0,63,0,63,-1,-1,-1,0
125,0.7314285714285714,4096,0,0,0.37779009342193604,0,63,0,63,-1,-1,-1,0
126,0.737233560090703,4096,0,0,0.32117342948913574,0,63,0,63,-1,-1,-1,0
127,0.7430385487528345,4096,0,0,0.35669851303100586,0,63,0,63,-1,-1,-1,0
128,0.748843537414966,4096,0,0,0.34138423204421997,0,63,0,63,-1,-1,-1,0
129,0.7546485260770975,4096,0,0,0.3288632035255432,0,63,0,63,-1,-1,-1,0
130,0.7604535147392291,4096,0,0,0.3661743700504303,0,63,0,63,-1,-1,-1,0
131,0.7662585034013606,4096,0,0,0.3408553898334503,0,63,0,63,-1,-1,-1,0
132,0.7720634920634921,4096,0,0,0.33864039182662964,0,63,0,63,-1,-1,-1,0
133,0.7778684807256235,4096,0,0,0.3448222875595093,0,63,0,63,-1,-1,-1,0
134,0.7836734693877551,4096,0,0,0.33634257316589355,0,63,0,63,-1,-1,-1,0
135,0.7894784580498866,4096,0,0,0.36274927854537964,0,63,0,63,-1,-1,-1,0
136,0.7952834467120181,4096,0,0,0.3578795790672302,0,63,0,63,-1,-1,-1,0
137,0.8010884353741496,4096,0,0,0.32062673568725586,0,63,0,63,-1,-1,-1,0
138,0.8068934240362812,4096,0,0,0.34057512879371643,0,63,0,63,-1,-1,-1,0
139,0.8126984126984127,4096,0,0,0.3258213698863983,0,63,0,63,-1,-1,-1,0
140,0.8185034013605442,4096,0,0,0.3528634309768677,0,63,0,63,-1,-1,-1,0
141,0.8243083900226758,4096,0,0,0.3449666500091553,0,63,0,63,-1,-1,-1,0
142,0.8301133786848073,4096,0,0,0.303335040807724,0,63,0,63,-1,-1,-1,0
143,0.8359183673469388,4096,0,0,0.33583182096481323,0,63,0,63,-1,-1,-1,0
144,0.8417233560090703,4096,0,0,0.3250630795955658,0,63,0,63,-1,-1,-1,0
145,0.8475283446712019,4096,0,0,0.3245147466659546,0,63,0,63,-1,-1,-1,0
146,0.8533333333333334,4096,0,0,0.3486233353614807,0,63,0,63,-1,-1,-1,0
147,0.8591383219954648,4096,0,0,0.296656996011734,0,63,0,63,-1,-1,-1,0
148,0.8649433106575963,4096,0,0,0.3247387409210205,0,63,0,63,-1,-1,-1,0
149,0.8707482993197279,4096,0,0,0.3319874703884125,0,63,0,63,-1,-1,-1,0
150,0.8765532879818594,4096,0,0,0.3086656630039215,0,63,0,63,-1,-1,-1,0
151,0.8823582766439909,4096,0,0,0.3436813950538635,0,63,0,63,-1,-1,-1,0
152,0.8881632653061224,4096,0,0,0.32943326234817505,0,63,0,63,-1,-1,-1,0
153,0.893968253968254,4096,0,0,0.29204967617988586,0,63,0,63,-1,-1,-1,0
154,0.8997732426303855,4096,0,0,0.332184374332428,0,63,0,63,-1,-1,-1,0
155,0.905578231292517,4096,0,0,0.31837186217308044,0,63,0,63,-1,-1,-1,0
156,0.9113832199546485,4096,0,0,0.32338568568229675,0,63,0,63,-1,-1,-1,0
157,0.9171882086167801,4096,0,0,0.34830382466316223,0,63,0,63,-1,-1,-1,0
158,0.9229931972789116,4096,0,0,0.2847069501876831,0,63,0,63,-1,-1,-1,0
159,0.9287981859410431,4096,0,0,0.32281556725502014,0,63,0,63,-1,-1,-1,0
160,0.9346031746031747,4096,0,0,0.3298969864845276,0,63,0,63,-1,-1,-1,0
161,0.9404081632653061,4096,0,0,0.2953307330608368,0,63,0,63,-1,-1,-1,0
162,0.9462131519274376,4096,0,0,0.3355838656425476,0,63,0,63,-1,-1,-1,0
163,0.9520181405895691,4096,0,0,0.3345252573490143,0,63,0,63,-1,-1,-1,0
164,0.9578231292517007,4096,0,0,0.31305113434791565,0,63,0,63,-1,-1,-1,0
165,0.9636281179138322,4096,0,0,0.31599345803260803,0,63,0,63,-1,-1,-1,0
166,0.9694331065759637,4096,0,0,0.33006295561790466,0,63,0,63,-1,-1,-1,0
167,0.9752380952380952,4096,0,0,0.33182433247566223,0,63,0,63,-1,-1,-1,0
168,0.9810430839002268,4096,0,0,0.33027687668800354,0,63,0,63,-1,-1,-1,0
169,0.9868480725623583,4096,0,0,0.2925793528556824,0,63,0,63,-1,-1,-1,0
170,0.9926530612244898,4096,0,0,0.32229936122894287,0,63,0,63,-1,-1,-1,0
171,0.9984580498866213,4096,0,0,0.31168925762176514,0,63,0,63,-1,-1,-1,0
172,1.0042630385487528,4096,0,0,0.3184707462787628,0,63,0,63,-1,-1,-1,0
173,1.0100680272108844,4096,0,0,0.34280285239219666,0,63,0,63,-1,-1,-1,0
174,1.0158730158730158,4096,0,0,0.27238741517066956,0,63,0,63,-1,-1,-1,0
175,1.0216780045351475,4096,0,0,0.3266910910606384,0,63,0,63,-1,-1,-1,0
176,1.0274829931972789,4096,0,0,0.31642070412635803,0,63,0,63,-1,-1,-1,0
177,1.0332879818594105,4096,0,0,0.2905803620815277,0,63,0,63,-1,-1,-1,0
178,1.039092970521542,4096,0,0,0.3359825611114502,0,63,0,63,-1,-1,-1,0
179,1.0448979591836736,4096,0,0,0.31731393933296204,0,63,0,63,-1,-1,-1,0
180,1.050702947845805,4096,0,0,0.2983756959438324,0,63,0,63,-1,-1,-1,0
181,1.0565079365079366,4096,0,0,0.31863534450531006,0,63,0,63,-1,-1,-1,0
182,1.062312925170068,4096,0,0,0.31300050020217896,0,63,0,63,-1,-1,-1,0
183,1.0681179138321995,4096,0,0,0.3139079213142395,0,63,0,63,-1,-1,-1,0
184,1.073922902494331,4096,0,0,0.3372741639614105,0,63,0,63,-1,-1,-1,0
185,1.0797278911564625,4096,0,0,0.27247709035873413,0,63,0,63,-1,-1,-1,0
186,1.0855328798185941,4096,0,0,0.3226422369480133,0,63,0,63,-1,-1,-1,0
187,1.0913378684807256,4096,0,0,0.3236647844314575,0,63,0,63,-1,-1,-1,0
188,1.0971428571428572,4096,0,0,0.29755744338035583,0,63,0,63,-1,-1,-1,0
189,1.1029478458049886,4096,0,0,0.33989158272743225,0,63,0,63,-1,-1,-1,0
190,1.1087528344671203,4096,0,0,0.3115794062614441,0,63,0,63,-1,-1,-1,0
191,1.1145578231292517,4096,0,0,0.30294832587242126,0,63,1,63,-1,-1,-1,0
192,1.1203628117913833,4096,0,0,0.31336575746536255,0,63,0,63,-1,-1,-1,0
193,1.1261678004535147,4096,0,0,0.30323097109794617,0,63,0,63,-1,-1,-1,0
194,1.1319727891156464,4096,0,0,0.3113687336444855,0,63,0,63,-1,-1,-1,0
195,1.1377777777777778,4096,0,0,0.33487066626548767,0,63,0,63,-1,-1,-1,0
196,1.1435827664399092,4096,0,0,0.2747649550437927,0,63,0,63,-1,-1,-1,0
197,1.1493877551020408,4096,0,0,0.3115800619125366,0,63,0,63,-1,-1,-1,0
198,1.1551927437641722,4096,0,0,0.31827184557914734,0,63,0,63,-1,-1,-1,0
199,1.1609977324263039,4096,0,0,0.3009710907936096,0,63,1,63,-1,-1,-1,0
200,1.1668027210884353,4096,0,0,0.3380548357963562,0,63,0,63,-1,-1,-1,0
201,1.172607709750567,4096,0,0,0.2813270390033722,0,63,0,63,-1,-1,-1,0
202,1.1784126984126984,4096,0,0,0.31492170691490173,0,63,1,63,-1,-1,-1,0
203,1.18421768707483,4096,0,0,0.3216642141342163,0,63,0,63,-1,-1,-1,0
204,1.1900226757369614,4096,0,0,0.2901991903781891,0,63,0,63,-1,-1,-1,0
205,1.195827664399093,4096,0,0,0.3302028477191925,0,63,0,63,-1,-1,-1,0
206,1.2016326530612245,4096,0,0,0.312994122505188,0,63,0,63,-1,-1,-1,0
207,1.207437641723356,4096,0,0,0.2956942915916443,0,63,0,63,-1,-1,-1,0
208,1.2132426303854875,4096,0,0,0.31139492988586426,0,63,0,63,-1,-1,-1,0
209,1.2190476190476192,4096,0,0,0.29888007044792175,0,63,0,63,-1,-1,-1,0
210,1.2248526077097506,4096,0,0,0.30935466289520264,0,63,0,63,-1,-1,-1,0
211,1.230657596371882,4096,0,0,0.32324713468551636,0,63,0,63,-1,-1,-1,0
212,1.2364625850340136,4096,0,0,0.2780270576477051,0,63,0,63,-1,-1,-1,0
213,1.242267573696145,4096,0,0,0.3079913854598999,0,63,0,63,-1,-1,-1,0
214,1.2480725623582767,4096,0,0,0.30889269709587097,0,63,0,63,-1,-1,-1,0
215,1.253877551020408,4096,0,0,0.29521387815475464,0,63,1,63,-1,-1,-1,0
216,1.2596825396825397,4096,0,0,0.3347979187965393,0,63,0,63,-1,-1,-1,0
217,1.2654875283446712,4096,0,0,0.26949724555015564,0,63,0,63,-1,-1,-1,0
218,1.2712925170068028,4096,0,0,0.30941444635391235,0,63,1,63,-1,-1,-1,0
219,1.2770975056689342,4096,0,0,0.3224793076515198,0,63,0,63,-1,-1,-1,0
220,1.2829024943310658,4096,0,0,0.28619834780693054,0,63,0,63,-1,-1,-1,0
221,1.2887074829931973,4096,0,0,0.3276592195034027,0,63,0,63,-1,-1,-1,0
222,1.294512471655329,4096,0,0,0.3009636104106903,0,63,0,63,-1,-1,-1,0
223,1.3003174603174603,4096,0,0,0.2998995780944824,0,63,0,63,-1,-1,-1,0
224,1.3061224489795917,4096,0,0,0.3197300136089325,0,63,0,63,-1,-1,-1,0
225,1.3119274376417234,4096,0,0,0.2925061285495758,0,63,0,63,-1,-1,-1,0
226,1.3177324263038548,4096,0,0,0.3134898543357849,0,63,0,63,-1,-1,-1,0
227,1.3235374149659864,4096,0,0,0.3168441355228424,0,63,0,63,-1,-1,-1,0
228,1.3293424036281178,4096,0,0,0.2790178656578064,0,63,0,63,-1,-1,-1,0
229,1.3351473922902495,4096,0,0,0.3100621700286865,0,63,0,63,-1,-1,-1,0
230,1.340952380952381,4096,0,0,0.30359023809432983,0,63,0,63,-1,-1,-1,0
231,1.3467573696145125,4096,0,0,0.2939750552177429,0,63,1,63,-1,-1,-1,0
232,1.352562358276644,4096,0,0,0.3289147615432739,0,63,0,63,-1,-1,-1,0
233,1.3583673469387756,4096,0,0,0.2694845199584961,0,63,0,63,-1,-1,-1,0
234,1.364172335600907,4096,0,0,0.30733227729797363,0,63,1,63,-1,-1,-1,0
235,1.3699773242630386,4096,0,0,0.3146960139274597,0,63,0,63,-1,-1,-1,0
236,1.37578231292517,4096,0,0,0.28528398275375366,0,63,0,63,-1,-1,-1,0
237,1.3815873015873017,4096,0,0,0.33186814188957214,0,63,0,63,-1,-1,-1,0
238,1.3873922902494331,4096,0,0,0.27859097719192505,0,63,0,63,-1,-1,-1,0
239,1.3931972789115645,4096,0,0,0.30200129747390747,0,63,0,63,-1,-1,-1,0
240,1.3990022675736962,4096,0,0,0.3188743591308594,0,63,0,63,-1,-1,-1,0
241,1.4048072562358276,4096,0,0,0.28287187218666077,0,63,0,63,-1,-1,-1,0
242,1.4106122448979592,4096,0,0,0.32338380813598633,0,63,0,63,-1,-1,-1,0
243,1.4164172335600906,4096,0,0,0.3011079430580139,0,63,0,63,-1,-1,-1,0
244,1.4222222222222223,4096,0,0,0.288470983505249,0,63,0,63,-1,-1,-1,0
245,1.4280272108843537,4096,0,0,0.31466251611709595,0,63,0,63,-1,-1,-1,0
246,1.4338321995464853,4096,0,0,0.2925800383090973,0,63,0,63,-1,-1,-1,0
247,1.4396371882086167,4096,0,0,0.30846941471099854,0,63,0,63,-1,-1,-1,0
248,1.4454421768707484,4096,0,0,0.3133106231689453,0,63,0,63,-1,-1,-1,0
249,1.4512471655328798,4096,0,0,0.2760388255119324,0,63,0,63,-1,-1,-1,0
250,1.4570521541950114,4096,0,0,0.3074718713760376,0,63,0,63,-1,-1,-1,0
251,1.4628571428571429,4096,0,0,0.2901093065738678,0,63,0,63,-1,-1,-1,0
252,1.4686621315192743,4096,0,0,0.28737834095954895,0,63,0,63,-1,-1,-1,0
253,1.474467120181406,4096,0,0,0.3206087350845337,0,63,0,63,-1,-1,-1,0
254,1.4802721088435373,4096,0,0,0.26787135004997253,0,63,0,63,-1,-1,-1,0
255,1.486077097505669,4096,0,0,0.2967781722545624,0,63,0,63,-1,-1,-1,0
256,1.4918820861678004,4096,0,0,0.27055907249450684,0,63,0,63,-1,-1,-1,0
257,1.497687074829932,4096,0,0,0.23721955716609955,0,63,0,63,-1,-1,-1,0
258,1.5034920634920634,4096,0,0,0.22260773181915283,0,63,0,63,-1,-1,-1,0
259,1.509297052154195,4096,0,0,0.15136519074440002,0,63,0,63,-1,-1,-1,0
260,1.5151020408163265,4096,0,0,0.11008983850479126,0,63,0,63,-1,-1,-1,0
261,1.5209070294784581,4096,0,0,0.0908474326133728,0,63,0,63,-1,-1,-1,0
262,1.5267120181405895,4096,0,0,0.09730793535709381,0,63,0,63,-1,-1,-1,0
263,1.5325170068027212,4096,0,0,0.05540155619382858,0,63,0,63,-1,-1,-1,0
264,1.5383219954648526,4096,0,0,0.042906422168016434,0,63,0,63,-1,-1,-1,0
265,1.5441269841269842,4096,0,0,0.037825535982847214,0,63,0,63,-1,-1,-1,0
266,1.5499319727891157,4096,0,0,0.037248771637678146,0,63,0,63,-1,-1,-1,0
267,1.555736961451247,4096,0,0,0.03365977108478546,0,63,0,63,-1,-1,-1,0
268,1.5615419501133787,4096,0,0,0.029451439157128334,0,63,0,63,-1,-1,-1,0
269,1.5673469387755101,4096,0,0,0.02833395078778267,0,63,0,63,-1,-1,-1,0
270,1.5731519274376418,4096,0,0,0.030511556193232536,0,63,0,63,-1,-1,-1,0
271,1.5789569160997732,512,1,0,0.4816281795501709,0,-1,1,49,-1,-1,-1,0
272,1.5847619047619048,512,0,0,0.40438979864120483,0,-1,1,58,-1,-1,-1,0
273,1.5905668934240362,512,0,0,0.5245517492294312,0,60,1,60,-1,-1,-1,0
274,1.5963718820861679,1024,0,0,0.49931439757347107,0,60,1,60,60,60,60,0
275,1.6021768707482993,1024,0,1,0.4958442151546478,0,60,1,60,60,60,60,0
276,1.607981859410431,2048,0,0,0.4765629470348358,0,60,1,60,60,60,60,0
277,1.6137868480725623,2048,0,0,0.46256598830223083,0,60,1,60,60,60,60,0
278,1.619591836734694,2048,0,0,0.42618969082832336,0,60,1,60,60,60,60,0
279,1.6253968253968254,2048,0,0,0.47701698541641235,0,60,1,60,60,60,60,0
280,1.6312018140589568,4096,0,0,0.38581007719039917,0,60,0,60,60,60,60,0
281,1.6370068027210884,4096,0,0,0.44700488448143005,0,60,1,60,60,60,60,0
282,1.6428117913832199,4096,0,0,0.32114484906196594,0,60,1,60,60,60,60,0
283,1.6486167800453515,4096,0,0,0.3871050477027893,0,60,1,60,60,60,60,0
284,1.654421768707483,4096,0,0,0.3190079927444458,0,60,1,60,60,60,60,0
285,1.6602267573696146,4096,0,0,0.328956663608551,0,60,1,60,60,60,60,0
286,1.666031746031746,4096,0,0,0.3570849597454071,0,60,1,60,60,60,60,0
287,1.6718367346938776,4096,0,0,0.3571281135082245,0,60,1,60,60,60,60,0
288,1.677641723356009,4096,0,0,0.34288522601127625,0,60,1,60,60,60,60,0
289,1.6834467120181407,4096,0,0,0.4311457872390747,0,60,1,60,60,60,60,0
290,1.689251700680272,4096,0,0,0.3429517447948456,0,60,1,60,60,60,60,0
291,1.6950566893424037,4096,0,0,0.4202233552932739,0,60,1,60,60,60,60,0
292,1.7008616780045351,4096,0,0,0.25286003947257996,0,60,1,60,60,60,60,0
293,1.7066666666666668,4096,0,0,0.10858230292797089,0,60,1,60,60,60,60,0
294,1.7124716553287982,4096,0,0,0.048035863786935806,0,60,1,60,60,60,60,0
295,1.7182766439909296,4096,0,0,0.03754987567663193,0,60,0,60,60,60,60,0
296,1.7240816326530612,4096,0,0,0.04014928638935089,0,60,0,60,-1,-1,-1,0
297,1.7298866213151927,4096,0,0,0.04174524173140526,0,60,0,60,-1,-1,-1,0
298,1.7356916099773243,4096,0,0,0.035196226090192795,0,-1,0,60,-1,-1,-1,0
299,1.7414965986394557,4096,0,0,0.03273288905620575,0,-1,0,60,-1,-1,-1,0
300,1.7473015873015874,4096,0,0,0.03314706310629845,0,-1,0,60,-1,-1,-1,0
301,1.7531065759637188,4096,0,0,0.03289637342095375,0,-1,0,60,-1,-1,-1,0
302,1.7589115646258504,4096,0,0,0.030710045248270035,0,-1,0,60,-1,-1,-1,0
