frame,time_s,visible_window,detected_onset,target_onset,model_onset_probability,model_onset,target_pitch,predicted_active,predicted_pitch,baseline_pitch,onset_gate_pitch,harmonic_gate_pitch,harmonic_veto
83,0.4876190476190476,4096,0,0,0.027623608708381653,0,-1,0,59,-1,-1,-1,0
84,0.49342403628117915,4096,0,0,0.027645355090498924,0,-1,0,59,-1,-1,-1,0
85,0.4992290249433107,4096,0,0,0.02718503400683403,0,-1,0,59,-1,-1,-1,0
86,0.5050340136054422,4096,0,0,0.027409201487898827,0,-1,0,59,-1,-1,-1,0
87,0.5108390022675737,4096,0,0,0.027775928378105164,0,-1,0,59,-1,-1,-1,0
88,0.5166439909297053,4096,0,0,0.027621351182460785,0,-1,0,59,-1,-1,-1,0
89,0.5224489795918368,4096,0,0,0.02738558128476143,0,-1,0,59,-1,-1,-1,0
90,0.5282539682539683,4096,0,0,0.027099082246422768,0,-1,0,59,-1,-1,-1,0
91,0.5340589569160997,4096,0,0,0.027135375887155533,0,-1,0,59,-1,-1,-1,0
92,0.5398639455782313,4096,0,0,0.02720966562628746,0,-1,0,59,-1,-1,-1,0
93,0.5456689342403628,4096,0,0,0.027316374704241753,0,-1,0,59,-1,-1,-1,0
94,0.5514739229024943,4096,0,0,0.02754485420882702,0,-1,0,59,-1,-1,-1,0
95,0.5572789115646258,4096,0,0,0.027444524690508842,0,-1,0,59,-1,-1,-1,0
96,0.5630839002267574,4096,0,0,0.027364283800125122,0,-1,0,59,-1,-1,-1,0
97,0.5688888888888889,4096,0,0,0.028666727244853973,0,-1,0,59,-1,-1,-1,0
98,0.5746938775510204,4096,0,0,0.03110262006521225,0,-1,0,59,-1,-1,-1,0
99,0.5804988662131519,4096,0,0,0.03310990706086159,0,-1,0,59,-1,-1,-1,0
100,0.5863038548752835,4096,0,0,0.035399965941905975,0,-1,0,59,-1,-1,-1,0
101,0.592108843537415,4096,0,0,0.03551291301846504,0,-1,0,59,-1,-1,-1,0
102,0.5979138321995465,4096,0,0,0.03426036238670349,0,-1,0,72,-1,-1,-1,0
103,0.603718820861678,4096,0,0,0.03353745862841606,0,-1,0,72,-1,-1,-1,0
104,0.6095238095238096,4096,0,0,0.03330187872052193,0,-1,0,72,-1,-1,-1,0
105,0.615328798185941,4096,0,0,0.03308138623833656,0,-1,0,72,-1,-1,-1,0
106,0.6211337868480725,4096,0,0,0.03127390891313553,0,-1,0,72,-1,-1,-1,0
107,0.626938775510204,4096,0,0,0.029398668557405472,0,-1,0,72,-1,-1,-1,0
108,0.6327437641723356,4096,0,0,0.028206612914800644,0,-1,0,72,-1,-1,-1,0
109,0.6385487528344671,4096,0,0,0.5936809182167053,1,-1,0,72,-1,-1,-1,0
110,0.6443537414965986,4096,0,0,0.6953095197677612,1,66,0,72,-1,-1,-1,0
111,0.6501587301587302,4096,0,0,0.7807884812355042,1,66,0,72,-1,-1,-1,0
112,0.6559637188208617,4096,0,1,0.7635847926139832,1,66,0,67,-1,-1,-1,0
113,0.6617687074829932,4096,0,0,0.6881466507911682,1,66,0,66,-1,-1,-1,0
114,0.6675736961451247,4096,0,0,0.5866153240203857,1,66,0,66,-1,-1,-1,0
115,0.6733786848072563,4096,0,0,0.6101545691490173,1,66,0,66,-1,-1,-1,0
116,0.6791836734693878,4096,0,0,0.5824023485183716,0,66,0,66,-1,-1,-1,0
117,0.6849886621315193,4096,0,0,0.44082504510879517,0,66,0,66,-1,-1,-1,0
118,0.6907936507936508,4096,0,0,0.4807268977165222,0,66,0,66,-1,-1,-1,0
119,0.6965986394557823,4096,0,0,0.5127981901168823,0,66,0,66,-1,-1,-1,0
120,0.7024036281179138,4096,0,0,0.5281567573547363,0,66,1,66,-1,-1,-1,0
121,0.7082086167800453,4096,0,0,0.5040168166160583,0,66,1,66,66,66,66,0
122,0.7140136054421768,4096,0,0,0.5071382522583008,0,66,1,66,66,66,66,0
123,0.7198185941043084,4096,0,0,0.45027849078178406,0,66,1,66,66,66,66,0
124,0.7256235827664399,4096,0,0,0.41922104358673096,0,66,1,66,66,66,66,0
125,0.7314285714285714,4096,0,0,0.4208024740219116,0,66,1,66,66,66,66,0
126,0.737233560090703,4096,0,0,0.4706030786037445,0,66,1,66,66,66,66,0
127,0.7430385487528345,4096,0,0,0.4779987931251526,0,66,1,66,66,66,66,0
128,0.748843537414966,4096,0,0,0.42651334404945374,0,66,1,66,66,66,66,0
129,0.7546485260770975,4096,0,0,0.3934954106807709,0,66,1,66,66,66,66,0
130,0.7604535147392291,4096,0,0,0.396743506193161,0,66,1,66,66,66,66,0
131,0.7662585034013606,4096,0,0,0.5080162286758423,0,66,1,66,66,66,66,0
132,0.7720634920634921,4096,0,0,0.48619359731674194,0,66,1,66,66,66,66,0
133,0.7778684807256235,4096,0,0,0.5195484757423401,0,66,1,66,66,66,66,0
134,0.7836734693877551,4096,0,0,0.4727792739868164,0,66,1,66,66,66,66,0
135,0.7894784580498866,4096,0,0,0.46148112416267395,0,66,1,66,66,66,66,0
136,0.7952834467120181,4096,0,0,0.47236397862434387,0,66,1,66,66,66,66,0
137,0.8010884353741496,4096,0,0,0.444030225276947,0,66,1,66,66,66,66,0
138,0.8068934240362812,4096,0,0,0.4790951907634735,0,66,1,66,66,66,66,0
139,0.8126984126984127,4096,0,0,0.40605050325393677,0,66,1,66,66,66,66,0
140,0.8185034013605442,4096,0,0,0.36561501026153564,0,66,1,66,66,66,66,0
141,0.8243083900226758,4096,0,0,0.4191230535507202,0,66,1,66,66,66,66,0
142,0.8301133786848073,4096,0,0,0.46215924620628357,0,66,1,66,66,66,66,0
143,0.8359183673469388,4096,0,0,0.45133429765701294,0,66,1,66,66,66,66,0
144,0.8417233560090703,4096,0,0,0.4217384457588196,0,66,1,66,66,66,66,0
145,0.8475283446712019,4096,0,0,0.3214711844921112,0,66,1,66,66,66,66,0
146,0.8533333333333334,4096,0,0,0.2801174819469452,0,66,1,66,66,66,66,0
147,0.8591383219954648,4096,0,0,0.19310447573661804,0,-1,1,66,66,66,66,0
148,0.8649433106575963,4096,0,0,0.07453243434429169,0,-1,0,66,66,66,66,0
149,0.8707482993197279,4096,0,0,0.038247428834438324,0,-1,0,66,-1,-1,-1,0
150,0.8765532879818594,4096,0,0,0.03232817351818085,0,-1,0,66,-1,-1,-1,0
151,0.8823582766439909,4096,0,0,0.03190649300813675,0,-1,0,66,-1,-1,-1,0
152,0.8881632653061224,4096,0,0,0.03249464929103851,0,-1,0,66,-1,-1,-1,0
153,0.893968253968254,4096,0,0,0.6181581020355225,1,-1,0,66,-1,-1,-1,0
154,0.8997732426303855,4096,0,0,0.7293665409088135,1,64,0,66,-1,-1,-1,0
155,0.905578231292517,4096,0,0,0.7565315961837769,1,64,0,64,-1,-1,-1,0
156,0.9113832199546485,4096,0,1,0.7776630520820618,1,64,0,64,-1,-1,-1,0
157,0.9171882086167801,4096,0,0,0.7412397265434265,1,64,0,64,-1,-1,-1,0
158,0.9229931972789116,4096,0,0,0.7329109311103821,1,64,0,64,-1,-1,-1,0
159,0.9287981859410431,4096,0,0,0.7402554154396057,1,64,0,64,-1,-1,-1,0
160,0.9346031746031747,4096,0,0,0.6706610918045044,1,64,0,64,-1,-1,-1,0
161,0.9404081632653061,4096,0,0,0.6794059872627258,1,64,0,64,-1,-1,-1,0
162,0.9462131519274376,4096,0,0,0.6248193979263306,1,64,0,64,-1,-1,-1,0
163,0.9520181405895691,4096,0,0,0.5993717312812805,1,64,0,64,-1,-1,-1,0
164,0.9578231292517007,4096,0,0,0.5774639844894409,0,64,1,64,-1,-1,-1,0
165,0.9636281179138322,4096,0,0,0.5386351943016052,0,64,1,64,64,64,64,0
166,0.9694331065759637,4096,0,0,0.5595497488975525,0,64,1,64,64,64,64,0
167,0.9752380952380952,4096,0,0,0.5961042046546936,1,64,1,64,64,64,64,0
168,0.9810430839002268,4096,0,0,0.5797163844108582,0,64,1,64,64,64,64,0
169,0.9868480725623583,4096,0,0,0.6081692576408386,1,64,1,64,64,64,64,0
170,0.9926530612244898,4096,0,0,0.621820330619812,1,64,1,64,64,64,64,0
171,0.9984580498866213,4096,0,0,0.5970762968063354,1,64,1,64,64,64,64,0
172,1.0042630385487528,512,1,0,0.5749235153198242,0,64,1,64,64,64,64,0
173,1.0100680272108844,512,0,0,0.5640414357185364,0,64,1,64,64,64,64,0
174,1.0158730158730158,512,0,0,0.5877912044525146,1,64,1,64,64,64,64,0
175,1.0216780045351475,1024,0,0,0.5822768211364746,0,64,1,64,64,64,64,0
176,1.0274829931972789,1024,0,0,0.5154314041137695,0,64,1,64,64,64,64,0
177,1.0332879818594105,2048,0,0,0.58653324842453,1,64,1,64,64,64,64,0
178,1.039092970521542,2048,0,0,0.5959473848342896,1,64,1,64,64,64,64,0
179,1.0448979591836736,2048,0,0,0.5938191413879395,1,64,1,64,64,64,64,0
180,1.050702947845805,2048,0,0,0.5788906216621399,0,64,1,64,64,64,64,0
181,1.0565079365079366,4096,0,0,0.588494062423706,1,64,1,64,64,64,64,0
182,1.062312925170068,4096,0,0,0.5714336633682251,0,64,1,64,64,64,64,0
183,1.0681179138321995,4096,0,0,0.534724771976471,0,64,1,64,64,64,64,0
184,1.073922902494331,4096,0,0,0.5067991018295288,0,64,1,64,64,64,64,0
185,1.0797278911564625,4096,0,0,0.5232507586479187,0,64,1,64,64,64,64,0
186,1.0855328798185941,4096,0,0,0.5090521574020386,0,64,1,64,64,64,64,0
187,1.0913378684807256,4096,0,0,0.4421742260456085,0,64,1,64,64,64,64,0
188,1.0971428571428572,4096,0,0,0.5068784356117249,0,64,1,64,64,64,64,0
189,1.1029478458049886,4096,0,0,0.5228731632232666,0,64,1,64,64,64,64,0
190,1.1087528344671203,4096,0,0,0.5089403390884399,0,64,1,64,64,64,64,0
191,1.1145578231292517,4096,0,0,0.5110601186752319,0,64,1,64,64,64,64,0
192,1.1203628117913833,4096,0,0,0.48199567198753357,0,64,1,64,64,64,64,0
193,1.1261678004535147,4096,0,0,0.5028951168060303,0,64,1,64,64,64,64,0
194,1.1319727891156464,4096,0,0,0.48140913248062134,0,64,1,64,64,64,64,0
195,1.1377777777777778,4096,0,0,0.4152882993221283,0,64,1,64,64,64,64,0
196,1.1435827664399092,4096,0,0,0.33469223976135254,0,64,1,64,64,64,64,0
197,1.1493877551020408,4096,0,0,0.28261563181877136,0,64,1,64,64,64,64,0
198,1.1551927437641722,4096,0,0,0.31876346468925476,0,64,1,64,64,64,64,0
199,1.1609977324263039,4096,0,0,0.30064481496810913,0,64,1,64,64,64,64,0
200,1.1668027210884353,4096,0,0,0.22531923651695251,0,64,1,64,64,64,64,0
201,1.172607709750567,4096,0,0,0.3888826072216034,0,64,1,64,64,64,64,0
202,1.1784126984126984,4096,0,0,0.39000406861305237,0,64,1,64,64,64,64,0
203,1.18421768707483,4096,0,0,0.4368729591369629,0,-1,1,64,64,64,64,0
204,1.1900226757369614,4096,0,0,0.4338974356651306,0,-1,1,64,64,64,64,0
205,1.195827664399093,4096,0,0,0.4444942772388458,0,-1,1,64,64,64,64,0
206,1.2016326530612245,4096,0,0,0.398105263710022,0,-1,1,63,64,64,64,0
207,1.207437641723356,4096,0,0,0.4215940535068512,0,-1,1,63,63,64,64,0
208,1.2132426303854875,4096,0,0,0.41383811831474304,0,-1,0,63,63,64,64,0
209,1.2190476190476192,4096,0,0,0.3936108946800232,0,-1,1,63,63,64,64,0
210,1.2248526077097506,4096,0,0,0.40928536653518677,0,-1,1,63,63,64,64,0
211,1.230657596371882,4096,0,0,0.394483745098114,0,-1,0,62,63,64,64,0
212,1.2364625850340136,4096,0,0,0.3966387212276459,0,-1,0,62,-1,-1,-1,0
213,1.242267573696145,4096,0,0,0.3978729546070099,0,-1,1,62,-1,-1,-1,0
214,1.2480725623582767,4096,0,0,0.4051513075828552,0,-1,1,62,62,62,62,0
215,1.253877551020408,4096,0,0,0.42953038215637207,0,62,1,62,62,62,62,0
216,1.2596825396825397,4096,0,0,0.3761749863624573,0,62,1,62,62,62,62,0
217,1.2654875283446712,4096,0,0,0.3882434666156769,0,62,1,62,62,62,62,0
218,1.2712925170068028,4096,0,0,0.3925212323665619,0,62,1,62,62,62,62,0
219,1.2770975056689342,4096,0,0,0.3719029128551483,0,62,1,62,62,62,62,0
220,1.2829024943310658,4096,0,0,0.3876893222332001,0,62,1,62,62,62,62,0
221,1.2887074829931973,4096,0,0,0.36870065331459045,0,62,1,62,62,62,62,0
222,1.294512471655329,4096,0,0,0.39499858021736145,0,62,1,62,62,62,62,0
223,1.3003174603174603,4096,0,0,0.360721230506897,0,62,1,62,62,62,62,0
224,1.3061224489795917,4096,0,0,0.3926016092300415,0,62,1,62,62,62,62,0
225,1.3119274376417234,4096,0,0,0.4003598690032959,0,62,1,62,62,62,62,0
226,1.3177324263038548,4096,0,0,0.3564860224723816,0,62,1,62,62,62,62,0
227,1.3235374149659864,4096,0,0,0.3887328505516052,0,62,1,62,62,62,62,0
228,1.3293424036281178,4096,0,0,0.3836635649204254,0,62,1,62,62,62,62,0
229,1.3351473922902495,4096,0,0,0.34147968888282776,0,62,1,62,62,62,62,0
230,1.340952380952381,4096,0,0,0.37470632791519165,0,62,1,62,62,62,62,0
231,1.3467573696145125,4096,0,0,0.3314802050590515,0,62,1,62,62,62,62,0
232,1.352562358276644,4096,0,0,0.3745567500591278,0,62,1,62,62,62,62,0
233,1.3583673469387756,4096,0,0,0.35098597407341003,0,62,1,62,62,62,62,0
234,1.364172335600907,4096,0,0,0.426578164100647,0,62,1,62,62,62,62,0
235,1.3699773242630386,4096,0,0,0.3946760892868042,0,62,1,62,62,62,62,0
236,1.37578231292517,4096,0,0,0.27097606658935547,0,62,1,62,62,62,62,0
237,1.3815873015873017,4096,0,0,0.18503965437412262,0,62,1,62,62,62,62,0
238,1.3873922902494331,4096,0,0,0.06048379838466644,0,62,0,62,62,62,62,0
239,1.3931972789115645,4096,0,0,0.032904259860515594,0,62,0,62,-1,-1,-1,0
240,1.3990022675736962,4096,0,0,0.030169541016221046,0,62,0,62,-1,-1,-1,0
241,1.4048072562358276,4096,0,0,0.027843791991472244,0,62,0,62,-1,-1,-1,0
242,1.4106122448979592,4096,0,0,0.027108704671263695,0,62,0,62,-1,-1,-1,0
243,1.4164172335600906,4096,0,0,0.027115756645798683,0,62,0,62,-1,-1,-1,0
244,1.4222222222222223,4096,0,0,0.02692798152565956,0,-1,0,62,-1,-1,-1,0
245,1.4280272108843537,4096,0,0,0.027091296389698982,0,-1,0,62,-1,-1,-1,0
246,1.4338321995464853,4096,0,0,0.0274015162140131,0,-1,0,62,-1,-1,-1,0
247,1.4396371882086167,4096,0,0,0.027705783024430275,0,-1,0,62,-1,-1,-1,0
248,1.4454421768707484,4096,0,0,0.027713382616639137,0,-1,0,62,-1,-1,-1,0
249,1.4512471655328798,4096,0,0,0.027586113661527634,0,-1,0,62,-1,-1,-1,0
250,1.4570521541950114,4096,0,0,0.027184221893548965,0,-1,0,62,-1,-1,-1,0
251,1.4628571428571429,4096,0,0,0.027659732848405838,0,-1,0,59,-1,-1,-1,0
252,1.4686621315192743,4096,0,0,0.027887942269444466,0,-1,0,59,-1,-1,-1,0
253,1.474467120181406,4096,0,0,0.028200766071677208,0,-1,0,59,-1,-1,-1,0
254,1.4802721088435373,4096,0,0,0.028131233528256416,0,-1,0,59,-1,-1,-1,0
255,1.486077097505669,4096,0,0,0.02801661379635334,0,-1,0,59,-1,-1,-1,0
256,1.4918820861678004,4096,0,0,0.028164220973849297,0,-1,0,59,-1,-1,-1,0
257,1.497687074829932,4096,0,0,0.02749153971672058,0,-1,0,59,-1,-1,-1,0
258,1.5034920634920634,4096,0,0,0.027691055089235306,0,-1,0,59,-1,-1,-1,0
259,1.509297052154195,4096,0,0,0.02790060080587864,0,-1,0,59,-1,-1,-1,0
260,1.5151020408163265,4096,0,0,0.027539288625121117,0,-1,0,59,-1,-1,-1,0
261,1.5209070294784581,4096,0,0,0.027095384895801544,0,-1,0,59,-1,-1,-1,0
262,1.5267120181405895,4096,0,0,0.027224937453866005,0,-1,0,59,-1,-1,-1,0
263,1.5325170068027212,4096,0,0,0.027260109782218933,0,-1,0,59,-1,-1,-1,0
264,1.5383219954648526,4096,0,0,0.02763986773788929,0,-1,0,59,-1,-1,-1,0
265,1.5441269841269842,4096,0,0,0.02953755483031273,0,-1,0,59,-1,-1,-1,0
266,1.5499319727891157,512,1,0,0.03305139020085335,0,-1,1,49,-1,-1,-1,0
267,1.555736961451247,512,0,0,0.16415151953697205,0,-1,1,49,49,49,49,0
268,1.5615419501133787,512,0,0,0.3582099378108978,0,61,1,60,49,49,49,0
269,1.5673469387755101,1024,0,0,0.3511202931404114,0,61,1,61,49,49,49,0
270,1.5731519274376418,1024,0,1,0.38911595940589905,0,61,1,61,61,49,49,1
271,1.5789569160997732,2048,0,0,0.34649109840393066,0,61,1,61,61,49,49,1
272,1.5847619047619048,2048,0,0,0.39907604455947876,0,61,1,61,61,49,49,1
273,1.5905668934240362,2048,0,0,0.41802701354026794,0,61,1,61,61,49,49,1
274,1.5963718820861679,2048,0,0,0.37495604157447815,0,61,1,61,61,49,49,1
275,1.6021768707482993,4096,0,0,0.39429810643196106,0,61,0,61,61,49,49,0
276,1.607981859410431,4096,0,0,0.3812021315097809,0,61,0,61,-1,-1,-1,0
277,1.6137868480725623,4096,0,0,0.41183826327323914,0,61,0,61,-1,-1,-1,0
278,1.619591836734694,4096,0,0,0.4176896810531616,0,61,1,61,-1,-1,-1,0
279,1.6253968253968254,4096,0,0,0.34634527564048767,0,61,1,61,61,61,61,0
280,1.6312018140589568,4096,0,0,0.34546026587486267,0,61,1,61,61,61,61,0
281,1.6370068027210884,4096,0,0,0.334369033575058,0,61,1,61,61,61,61,0
282,1.6428117913832199,4096,0,0,0.35210302472114563,0,61,1,61,61,61,61,0
283,1.6486167800453515,4096,0,0,0.3615562617778778,0,61,1,61,61,61,61,0
284,1.654421768707483,4096,0,0,0.3187691867351532,0,61,1,61,61,61,61,0
285,1.6602267573696146,4096,0,0,0.38251087069511414,0,61,1,61,61,61,61,0
286,1.666031746031746,4096,0,0,0.3614342212677002,0,61,1,61,61,61,61,0
287,1.6718367346938776,4096,0,0,0.37901923060417175,0,61,1,61,61,61,61,0
288,1.677641723356009,4096,0,0,0.3726048767566681,0,61,1,61,61,61,61,0
289,1.6834467120181407,4096,0,0,0.3222213387489319,0,61,1,61,61,61,61,0
290,1.689251700680272,4096,0,0,0.3632987439632416,0,61,1,61,61,61,61,0
291,1.6950566893424037,4096,0,0,0.3506906032562256,0,61,1,61,61,61,61,0
292,1.7008616780045351,4096,0,0,0.34099629521369934,0,61,1,61,61,61,61,0
293,1.7066666666666668,4096,0,0,0.34216970205307007,0,61,1,61,61,61,61,0
294,1.7124716553287982,4096,0,0,0.3444961905479431,0,61,1,61,61,61,61,0
295,1.7182766439909296,4096,0,0,0.37173011898994446,0,61,1,61,61,61,61,0
296,1.7240816326530612,4096,0,0,0.35489019751548767,0,61,1,61,61,61,61,0
297,1.7298866213151927,4096,0,0,0.3044237494468689,0,61,1,61,61,61,61,0
298,1.7356916099773243,4096,0,0,0.3361763060092926,0,61,1,61,61,61,61,0
299,1.7414965986394557,4096,0,0,0.33470240235328674,0,61,1,61,61,61,61,0
300,1.7473015873015874,4096,0,0,0.3597790002822876,0,61,1,61,61,61,61,0
301,1.7531065759637188,4096,0,0,0.363493949174881,0,61,1,61,61,61,61,0
302,1.7589115646258504,4096,0,0,0.31599169969558716,0,61,1,61,61,61,61,0
303,1.7647165532879818,4096,0,0,0.3571055829524994,0,61,1,61,61,61,61,0
304,1.7705215419501135,4096,0,0,0.32546916604042053,0,61,1,61,61,61,61,0
305,1.7763265306122449,4096,0,0,0.31819549202919006,0,61,1,61,61,61,61,0
306,1.7821315192743765,4096,0,0,0.3151014745235443,0,61,1,61,61,61,61,0
