event_id,start_s,end_s,duration_ms,pitch_midi,annotation_support_ratio,spectral_support_ratio,classification
47,6.890521541950114,6.971791383219955,81.26984126984115,70,1.0,1.0,supported
48,6.971791383219955,7.053061224489796,81.26984126984115,70,1.0,1.0,supported
49,7.053061224489796,7.134331065759637,81.26984126984115,70,1.0,1.0,supported
50,7.134331065759637,7.215600907029478,81.26984126984115,70,1.0,1.0,supported
51,8.417233560090702,8.498503401360544,81.26984126984205,71,1.0,1.0,supported
52,8.498503401360544,8.579773242630386,81.26984126984205,71,1.0,1.0,supported
53,8.579773242630386,8.661043083900227,81.26984126984027,71,1.0,1.0,supported
54,8.661043083900227,8.678458049886622,17.41496598639536,71,1.0,1.0,supported
55,8.759727891156462,8.840997732426304,81.26984126984205,73,1.0,1.0,supported
56,8.840997732426304,8.922267573696145,81.26984126984027,73,1.0,1.0,supported
57,8.922267573696145,8.945487528344671,23.219954648526553,73,1.0,1.0,supported
58,9.049977324263038,9.13124716553288,81.26984126984205,71,1.0,1.0,supported
59,9.13124716553288,9.195102040816327,63.85487528344669,71,1.0,1.0,supported
60,9.235736961451247,9.247346938775511,11.609977324264165,59,0.0,0.019271124551228327,unsupported
61,9.247346938775511,9.264761904761905,17.414965986393582,70,1.0,1.0,supported
62,9.287981859410431,9.369251700680271,81.26984126984027,70,1.0,1.0,supported
63,9.369251700680271,9.47374149659864,104.4897959183686,70,1.0,1.0,supported
64,9.543401360544218,9.55501133786848,11.609977324262388,67,0.0,0.9851884723242976,unsupported
65,9.607256235827665,9.688526077097505,81.26984126984027,68,1.0,1.0,supported
66,9.688526077097505,9.758185941043084,69.65986394557966,68,1.0,1.0,supported
67,9.793015873015873,9.804625850340136,11.609977324262388,67,0.0,0.817758684957062,unsupported
68,9.804625850340136,9.8162358276644,11.609977324264165,68,1.0,1.0,supported
69,9.85687074829932,9.93814058956916,81.26984126984027,68,1.0,1.0,supported
70,9.93814058956916,10.019410430839002,81.26984126984205,68,1.0,1.0,supported
71,10.019410430839002,10.100680272108843,81.26984126984027,68,1.0,1.0,supported
72,10.100680272108843,10.1297052154195,29.024943310657747,68,1.0,1.0,supported
73,10.292244897959185,10.385124716553287,92.87981859410266,71,1.0,1.0,supported
74,10.570884353741496,10.58249433106576,11.609977324264165,66,0.0,1.0,unsupported
75,12.904489795918368,12.985759637188208,81.26984126984027,61,1.0,1.0,supported
76,12.985759637188208,13.020589569160999,34.82993197279072,61,1.0,1.0,supported
77,13.061224489795919,13.096054421768708,34.82993197278894,61,1.0,1.0,supported
78,13.746213151927437,13.827482993197279,81.26984126984205,65,1.0,1.0,supported
79,13.827482993197279,13.908752834467121,81.26984126984205,65,1.0,1.0,supported
80,13.908752834467121,14.007437641723357,98.68480725623563,65,1.0,1.0,supported
81,14.123537414965986,14.204807256235828,81.26984126984205,68,1.0,1.0,supported
82,14.204807256235828,14.286077097505668,81.26984126984027,68,1.0,1.0,supported
83,14.286077097505668,14.361541950113379,75.46485260771085,68,1.0,1.0,supported
84,14.419591836734694,14.500861678004535,81.26984126984027,61,1.0,1.0,supported
85,14.500861678004535,14.582131519274377,81.26984126984205,61,1.0,1.0,supported
86,14.582131519274377,14.663401360544217,81.26984126984027,61,1.0,1.0,supported
87,14.663401360544217,14.675011337868481,11.609977324264165,61,1.0,1.0,supported
88,15.714104308390022,15.748934240362813,34.82993197279072,59,1.0,1.0,supported
89,15.766349206349206,15.847619047619048,81.26984126984205,59,1.0,1.0,supported
90,15.847619047619048,15.928888888888888,81.26984126984027,59,1.0,1.0,supported
91,15.928888888888888,15.957913832199546,29.024943310657747,59,1.0,1.0,supported
92,16.01015873015873,16.08562358276644,75.46485260771263,63,0.9230769230769231,1.0,supported
93,16.12045351473923,16.16108843537415,40.63492063492191,66,1.0,0.25346199388163987,supported
94,16.178503401360544,16.259773242630384,81.26984126984027,66,1.0,1.0,supported
95,16.259773242630384,16.31201814058957,52.2448979591843,66,1.0,1.0,supported
96,16.34684807256236,16.375873015873015,29.02494331065597,66,1.0,1.0,supported
97,16.410702947845806,16.491972789115646,81.26984126984027,66,1.0,1.0,supported
98,16.491972789115646,16.573242630385487,81.26984126984027,66,1.0,1.0,supported
99,16.573242630385487,16.65451247165533,81.26984126984382,66,1.0,1.0,supported
100,16.65451247165533,16.73578231292517,81.26984126984027,66,1.0,1.0,supported
101,16.73578231292517,16.81705215419501,81.26984126984027,66,1.0,1.0,supported
102,16.81705215419501,16.89832199546485,81.26984126984027,66,1.0,1.0,supported
103,16.89832199546485,16.979591836734695,81.26984126984382,66,1.0,1.0,supported
104,16.979591836734695,17.060861678004535,81.26984126984027,66,1.0,1.0,supported
105,17.060861678004535,17.142131519274376,81.26984126984027,66,1.0,1.0,supported
106,17.142131519274376,17.22340136054422,81.26984126984382,66,1.0,1.0,supported
107,17.22340136054422,17.30467120181406,81.26984126984027,66,1.0,1.0,supported
108,17.30467120181406,17.333696145124716,29.02494331065597,66,1.0,1.0,supported
109,17.426575963718822,17.507845804988662,81.26984126984027,61,0.8571428571428571,1.0,supported
110,17.507845804988662,17.57750566893424,69.65986394557788,61,0.0,1.0,unsupported
111,17.57750566893424,17.6065306122449,29.024943310659523,60,0.0,1.0,unsupported
112,17.641360544217687,17.716825396825396,75.46485260770908,58,0.0,1.0,unsupported
113,17.76907029478458,17.780680272108842,11.609977324262388,49,0.0,0.10910570054917096,unsupported
114,17.780680272108842,17.809705215419502,29.024943310659523,59,1.0,1.0,supported
115,17.838730158730158,17.92,81.26984126984382,59,1.0,1.0,supported
116,17.92,18.001269841269842,81.26984126984027,59,1.0,1.0,supported
117,18.001269841269842,18.082539682539682,81.26984126984027,59,1.0,1.0,supported
118,18.082539682539682,18.163809523809523,81.26984126984027,59,1.0,1.0,supported
119,18.163809523809523,18.245079365079366,81.26984126984382,59,1.0,1.0,supported
120,18.245079365079366,18.355374149659863,110.29478458049624,59,1.0,1.0,supported
121,18.686258503401362,18.703673469387756,17.414965986393582,54,0.0,1.0,unsupported
122,19.37705215419501,19.388662131519276,11.609977324265941,59,0.0,1.0,unsupported
